Main group,Taxon group,Scientific Name,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2 - Internatnl. Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Non vascular plants,alga,Cosmarium fictopraemorsum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601356,
Non vascular plants,alga,Cosmarium fontigenum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601358,
Non vascular plants,alga,Cosmarium furcatospermum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601361,
Non vascular plants,alga,Cosmarium isthmium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601401,
Non vascular plants,alga,Cosmarium isthmochondrum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601404,
Non vascular plants,alga,Cosmarium luxuriosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601427,
Non vascular plants,alga,Cosmarium novae-semliae,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601342,
Non vascular plants,alga,Cosmarium nymannianum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601345,
Non vascular plants,alga,Cosmarium obliquum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601346,
Non vascular plants,alga,Cosmarium ochthodes,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601510,
Non vascular plants,alga,Cosmarium ordinatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601516,
Non vascular plants,alga,Cosmarium orthostichum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601521,
Non vascular plants,alga,Cosmarium pachydermum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601526,
Non vascular plants,alga,Cosmarium paragranatoides,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601528,
Non vascular plants,alga,Cosmarium phaseolus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601535,
Non vascular plants,alga,Cosmarium plicatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601540,
Non vascular plants,alga,Cosmarium pokornyanum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601543,
Non vascular plants,alga,Cosmarium praegrande,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601549,
Non vascular plants,alga,Cosmarium pseudamoenum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601557,
Non vascular plants,alga,Cosmarium pseudobroomei,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601561,
Non vascular plants,alga,Cosmarium pseudocommissurale,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601563,
Non vascular plants,alga,Cosmarium pseudoexiguum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601567,
Non vascular plants,alga,Cosmarium pseudonitidulum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601568,
Non vascular plants,alga,Cosmarium pseudoornatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601570,
Non vascular plants,alga,Cosmarium pseudoprotuberans,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601571,
Non vascular plants,alga,Cosmarium pygmaeum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601586,
Non vascular plants,alga,Cosmarium quadrifarium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601598,
Non vascular plants,alga,Cosmarium quadrum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601602,
Non vascular plants,alga,Cosmarium quinarium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601605,
Non vascular plants,alga,Cosmarium rectangulare,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601610,
Non vascular plants,alga,Cosmarium regnellii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601614,
Non vascular plants,alga,Cosmarium regnesii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601617,
Non vascular plants,alga,Cosmarium repandum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601626,
Non vascular plants,alga,Cosmarium speciosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601651,
Non vascular plants,alga,Cosmarium sphaeroideum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601656,
Non vascular plants,alga,Cosmarium sphagnicolum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601657,
Non vascular plants,alga,Cosmarium sphalerostichum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601658,
Non vascular plants,alga,Cosmarium sportella,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601659,
Non vascular plants,alga,Cosmarium subarctoum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601662,
Non vascular plants,alga,Cosmarium subcostatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601669,
Non vascular plants,alga,Cosmarium subcucumis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601673,
Non vascular plants,alga,Cosmarium subimpressulum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601680,
Non vascular plants,alga,Cosmarium subspeciosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601692,
Non vascular plants,alga,Cosmarium tatricum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601446,
Non vascular plants,alga,Cosmarium tenue,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601451,
Non vascular plants,alga,Cosmarium tetrachondrum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601452,
Non vascular plants,alga,Cosmarium trachypleurum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601469,
Non vascular plants,alga,Cosmarium truncatellum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601473,
Non vascular plants,alga,Cosmarium turpinii var. eximium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601482,
Non vascular plants,alga,Cosmarium tyrolicum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0020703522,
Non vascular plants,alga,Cosmarium undulatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601486,
Non vascular plants,alga,Cosmarium variolatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601492,
Non vascular plants,alga,Cosmarium venustum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601496,
Non vascular plants,alga,Cosmarium vexatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601501,
Non vascular plants,alga,Cosmarium vogesiacum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601504,
Non vascular plants,alga,Cosmocladium saxonicum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000601718,
Non vascular plants,alga,Cylindrocystis crassa,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601973,
Non vascular plants,alga,Desmidium aptogonum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601919,
Non vascular plants,alga,Desmidium grevillei,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601928,
Non vascular plants,alga,Desmidium pseudostreptonema,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000601930,
Non vascular plants,alga,Docidium baculum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000602191,
Non vascular plants,alga,Docidium undulatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000602197,
Non vascular plants,alga,Euastrum binale,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602484,
Non vascular plants,alga,Euastrum boldtii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602492,
Non vascular plants,alga,Euastrum cornubiense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602496,
Non vascular plants,alga,Euastrum divaricatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602510,
Non vascular plants,alga,Euastrum dubium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602511,
Non vascular plants,alga,Euastrum gayanum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602528,
Non vascular plants,alga,Euastrum gemmatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000602529,
Non vascular plants,alga,Euastrum groenbladii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602530,
Non vascular plants,alga,Euastrum humerosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602531,
Non vascular plants,alga,Euastrum inerme,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000602533,
Non vascular plants,alga,Euastrum jenneri,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602539,
Non vascular plants,alga,Euastrum pulchellum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602553,
Non vascular plants,alga,Euastrum sinuosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602557,
Non vascular plants,alga,Euastrum turneri,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602564,
Non vascular plants,alga,Euastrum ventricosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000602566,
Non vascular plants,alga,Groenbladia undulata,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603219,
Non vascular plants,alga,Micrasterias americana,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000603830,
Non vascular plants,alga,Micrasterias brachyptera,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603837,
Non vascular plants,alga,Micrasterias conferta,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603838,
Non vascular plants,alga,Micrasterias crux-melitensis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000603841,
Non vascular plants,alga,Micrasterias fimbriata,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603846,
Non vascular plants,alga,Micrasterias furcata,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603848,
Non vascular plants,alga,Micrasterias mahabuleshwarensis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603854,
Non vascular plants,alga,Micrasterias radiosa,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000603867,
Non vascular plants,alga,Micrasterias verrucosa,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000603888,
Non vascular plants,alga,Pleurotaenium coronatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000605616,
Non vascular plants,alga,Pleurotaenium nodosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000605635,
Non vascular plants,alga,Pleurotaenium rectum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000605638,
Non vascular plants,alga,Pleurotaenium tridentulum var. capitatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000605645,
Non vascular plants,alga,Pleurotaenium truncatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000605646,
Non vascular plants,alga,Spondylosium papillosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606352,
Non vascular plants,alga,Spondylosium planum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606353,
Non vascular plants,alga,Spondylosium pulchellum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606354,
Non vascular plants,alga,Staurastrum arachne,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606392,
Non vascular plants,alga,Staurastrum arctiscon,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000606397,
Non vascular plants,alga,Staurastrum arcuatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606398,
Non vascular plants,alga,Staurastrum asperum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606405,
Non vascular plants,alga,Staurastrum boreale,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606419,
Non vascular plants,alga,Staurastrum borgeanum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606420,
Non vascular plants,alga,Staurastrum brachycerum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606425,
Non vascular plants,alga,Staurastrum brasiliense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000524869,
Non vascular plants,alga,Staurastrum brebissonii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606427,
Non vascular plants,alga,Staurastrum capitulum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606430,
Non vascular plants,alga,Staurastrum cerastes,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606432,
Non vascular plants,alga,Staurastrum chavesii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606437,
Non vascular plants,alga,Staurastrum clepsydra,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001596568,
Non vascular plants,alga,Staurastrum coarctatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606445,
Non vascular plants,alga,Staurastrum cosmarioides,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606452,
Non vascular plants,alga,Staurastrum cyathipes,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606458,
Non vascular plants,alga,Staurastrum cyrtocerum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606459,
Non vascular plants,alga,Staurastrum denticulatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606463,
Non vascular plants,alga,Staurastrum dispar,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606468,
Non vascular plants,alga,Staurastrum disputatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606469,
Non vascular plants,alga,Staurastrum duacense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606472,
Non vascular plants,alga,Staurastrum echinatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606475,
Non vascular plants,alga,Staurastrum elongatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606478,
Non vascular plants,alga,Staurastrum erasum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606480,
Non vascular plants,alga,Staurastrum forficulatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606482,
Non vascular plants,alga,Staurastrum furcatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606484,
Non vascular plants,alga,Staurastrum gracile,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606494,
Non vascular plants,alga,Staurastrum hexacerum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606503,
Non vascular plants,alga,Staurastrum hirsutum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606505,
Non vascular plants,alga,Staurastrum inflexum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000606514,
Non vascular plants,alga,Staurastrum iotanum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606515,
Non vascular plants,alga,Staurastrum johnsonii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606518,
Non vascular plants,alga,Staurastrum kouwetsii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606520,
Non vascular plants,alga,Staurastrum lapponicum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606525,
Non vascular plants,alga,Staurastrum longispinum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606531,
Non vascular plants,alga,Staurastrum maamense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606535,
Non vascular plants,alga,Staurastrum manfeldtii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606536,
Non vascular plants,alga,Staurastrum meriani,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606547,
Non vascular plants,alga,Staurastrum micron,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606549,
Non vascular plants,alga,Staurastrum monticulosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606553,
Non vascular plants,alga,Staurastrum natator,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606566,
Non vascular plants,alga,Staurastrum neglectum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606567,
Non vascular plants,alga,Staurastrum oligacanthum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606569,
Non vascular plants,alga,Staurastrum ophiura,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0000606572,
Non vascular plants,alga,Staurastrum oxyacanthum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606580,
Non vascular plants,alga,Staurastrum paradoxum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606583,
Non vascular plants,alga,Staurastrum pileolatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606590,
Non vascular plants,alga,Staurastrum pilosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606593,
Non vascular plants,alga,Staurastrum polymorphum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606597,
Non vascular plants,alga,Staurastrum polytrichum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606601,
Non vascular plants,alga,Staurastrum proboscideum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606602,
Non vascular plants,alga,Staurastrum pyramidatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606615,
Non vascular plants,alga,Staurastrum scabrum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606626,
Non vascular plants,alga,Staurastrum sebaldi,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606627,
Non vascular plants,alga,Staurastrum senarium,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606630,
Non vascular plants,alga,Staurastrum setigerum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606631,
Non vascular plants,alga,Staurastrum sexangulare,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606632,
Non vascular plants,alga,Staurastrum sexcostatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606633,
Non vascular plants,alga,Staurastrum sirnonyi,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606635,
Non vascular plants,alga,Staurastrum spongiosum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606637,
Non vascular plants,alga,Staurastrum striolatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606640,
Non vascular plants,alga,Staurastrum subarcuatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606641,
Non vascular plants,alga,Staurastrum subavicula,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606642,
Non vascular plants,alga,Staurastrum subcruciatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606643,
Non vascular plants,alga,Staurastrum sublaevispinum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606644,
Non vascular plants,alga,Staurastrum subnudibrachiatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606645,
Non vascular plants,alga,Staurastrum subpygmaeum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000524886,
Non vascular plants,alga,Staurastrum subscabrum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606648,
Non vascular plants,alga,Staurastrum tohopekaligense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606658,
Non vascular plants,alga,Staurastrum uhtuense,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606666,
Non vascular plants,alga,Staurastrum verticillatum,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606668,
Non vascular plants,alga,Staurodesmus aristiferus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606676,
Non vascular plants,alga,Staurodesmus aversus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606678,
Non vascular plants,alga,Staurodesmus brevispina,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606679,
Non vascular plants,alga,Staurodesmus bulnheimii,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606687,
Non vascular plants,alga,Staurodesmus connatus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606689,
Non vascular plants,alga,Staurodesmus controversus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606691,
Non vascular plants,alga,Staurodesmus convergens,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0000606692,
Non vascular plants,alga,Staurodesmus corniculatus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606696,
Non vascular plants,alga,Staurodesmus dickiei,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606706,
Non vascular plants,alga,Staurodesmus glaber,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606713,
Non vascular plants,alga,Staurodesmus grandis,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606715,
Non vascular plants,alga,Staurodesmus megacanthus,a Desmid alga,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0000606727,
